位号,设备名称,设备类别,所属项目,项目编号,所属部门,安装位置,规格型号,生产厂家,供应商,出厂日期,出厂编号,投用日期,资产编号,原值,净值,是否强检,强检有效期,状态,备注,介质,密度,粘度,口径,量程,填料,泄漏等级,流量特性,压力等级,执行机构型号,连接形式,法兰标准,法兰尺寸,阀体材质,阀芯材质,阀座材质,准确度,分度值,防护等级,防爆等级,电气接口尺寸,功率,电机型号,轴承,减速机,最大流量,正常流量,最小流量,操作压力,操作温度,密封件,温度,材质,阀前压力,阀后压力,压差
TE3486,热电阻,仪表,,,,,WZPK-230  M27*2  400*250 出厂带150mm 45°角连接头，密封件,1,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI3469A,远传双金属温度计,仪表,,,,,WTYY-1021 M27*2 450*300 附密封件,1,,,,,,,,否,,在用,,油,,,,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI3469B,远传双金属温度计,仪表,,,,,WTYY-1021 M27*2 450*300 附密封件,1,,,,,,,,否,,在用,,油,,,,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI3469C,远传双金属温度计,仪表,,,,,WTYY-1021 M27*2 450*300 附密封件,1,,,,,,,,否,,在用,,油,,,,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI3469D,远传双金属温度计,仪表,,,,,WTYY-1021 M27*2 450*300 附密封件,1,,,,,,,,否,,在用,,油,,,,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI3469E,远传双金属温度计,仪表,,,,,WTYY-1021 M27*2 450*300 附密封件,1,,,,,,,,否,,在用,,油,,,,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI3469F,远传双金属温度计,仪表,,,,,WTYY-1021 M27*2 450*300 附密封件,1,,,,,,,,否,,在用,,油,,,,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3474,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,空气+盐,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3479,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,空气+盐,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3417,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,二次蒸汽,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3418,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3419,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3420,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,二次蒸汽,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3421,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3422,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3438,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,二次蒸汽,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3439,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3440,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3441,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,蒸汽,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3442,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3443,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3459,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,二次蒸汽,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3460,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3461,热电阻,仪表,,,,,WZPK-430  DN50RF  600*450 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3487,热电阻,仪表,,,,,WZPK-430  DN50RF  450*300 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,二次蒸汽,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3488,热电阻,仪表,,,,,WZPK-430  DN50RF  450*300 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,二次蒸汽,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE3489,热电阻,仪表,,,,,WZPK-430  DN50RF  450*300 附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,二次蒸汽,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0023,压力表、电导率、导纳开关、磁耦合液位计、称重仪（第4页）,仪表,,,,,,,,,,,,,,否,,在用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3308A,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3308B,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3309A,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3309B,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3314A,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3314B,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3319A,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3319B,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3326A,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3326B,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3327A,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3327B,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3332A,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3332B,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3337A,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3337B,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3344A,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3344B,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3345A,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3345B,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,硝浆,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3350A,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3350B,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3353A,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3353B,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3354A,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3354B,压力表,仪表,,,,,Y-100MFB/316L 0～1600KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,冷凝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3352A,压力表,仪表,,,,,Y-100MFB/316L 0～2500KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,硝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3352B,压力表,仪表,,,,,Y-100MFB/316L 0～2500KPa DN25RF 附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,,硝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS3371A,电接点压力表,仪表,,,,,YXC-100-Z 0-1000Kpa  M20*1.5,2,,,,,,,,否,,在用,,油,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS3371B,电接点压力表,仪表,,,,,YXC-100-Z 0-1000Kpa  M20*1.5,2,,,,,,,,否,,在用,,油,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3313,压力表,仪表,,,,,YN-150  0～400KPa,1,,,,,,,,否,,在用,,二次蒸汽,,,,0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3318,压力表,仪表,,,,,YN-150  0～400KPa,1,,,,,,,,否,,在用,,二次蒸汽,,,,0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3331,压力表,仪表,,,,,YN-150  0～400KPa,1,,,,,,,,否,,在用,,二次蒸汽,,,,0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3336,压力表,仪表,,,,,YN-150  0～400KPa,1,,,,,,,,否,,在用,,二次蒸汽,,,,0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI3349,压力表,仪表,,,,,YN-150  0～400KPa,1,,,,,,,,否,,在用,,二次蒸汽,,,,0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT3105,磁耦合液位计,仪表,,,,,BM26A/P/C/RRL/KMR/0/N/040/F/M/V/M1 量程 0～2000mm 量程 0～2000mm   DN50RF  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,冷凝水,,,,040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT3110,磁耦合液位计,仪表,,,,,BM26A/P/C/RRL/KMR/0/N/040/F/M/V/M1 量程 0～2000mm 量程 0～2000mm   DN50RF  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,冷凝水,,,,040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT3114,磁耦合液位计,仪表,,,,,BM26A/P/C/RRL/KMR/0/N/040/F/M/V/M1 量程 0～2000mm 量程 0～2000mm   DN50RF  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,冷凝水,,,,040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS3102,射频导纳开关,仪表,,,,,RF881G-MZ206   DN50RF 插入长度300mm 总长度600mm  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,冷凝水,,,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS3107,射频导纳开关,仪表,,,,,RF881G-MZ206   DN50RF 插入长度300mm 总长度600mm  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,冷凝水,,,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS3112,射频导纳开关,仪表,,,,,RF881G-MZ206   DN50RF 插入长度300mm 总长度600mm  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,,冷凝水,,,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT3701,电导率,仪表,,,,,规格型号CCT-8301A 电极型号CON3324B-55 量程 0～2000us/cm  承受压力1MPA φ50mm 快装式卡盘安装 传感器线长10米 出厂附专用电缆、专用不锈钢仪表保护箱，配套安装卡盘附件,1,,,,,,,,否,,在用,,冷凝水,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT3702,电导率,仪表,,,,,规格型号CCT-8301A 电极型号CON3324B-55 量程 0～2000us/cm  承受压力1MPA φ50mm 快装式卡盘安装 传感器线长10米 出厂附专用电缆、专用不锈钢仪表保护箱，配套安装卡盘附件,1,,,,,,,,否,,在用,,冷凝水,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT3703,电导率,仪表,,,,,规格型号CCT-8301A 电极型号CON3324B-55 量程 0～2000us/cm  承受压力1MPA φ50mm 快装式卡盘安装 传感器线长10米 出厂附专用电缆、专用不锈钢仪表保护箱，配套安装卡盘附件,1,,,,,,,,否,,在用,,冷凝水,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WT3501,称重仪表,仪表,,,,,PM SS 15 PM不锈钢称重模块 容量15t（数量3个），AJB-005 不锈钢接线盒（数量1个），仪表33H1-00000-A00-301，30m专用电缆 要求厂家安装调试（托利多厂）,1,,,,,,,,否,,在用,称重模块上下过渡板默认不做配置，安装时需甲方根据托利多样本给定尺寸自行加工,,,,,005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0101,压力变送器,仪表,,,,,量程0～192KPa DN50RF 3m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA23   出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,硝水,,,,0～192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0102,压力变送器,仪表,,,,,量程0～192KPa DN50RF 3m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA23    出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,硝水,,,,0～192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0103,压力变送器,仪表,,,,,量程0～192KPa DN50RF 3m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA23     出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,硝水,,,,0～192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0104,压力变送器,仪表,,,,,量程0～192KPa DN50RF 3m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA23   出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,硝水,,,,0～192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0105,压力变送器,仪表,,,,,量程0～192KPa DN50RF 3m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA23   出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,硝水,,,,0～192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0106,压力变送器,仪表,,,,,量程0～192KPa DN50RF 3m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA23   出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,硝水,,,,0～192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0107,压力变送器,仪表,,,,,量程0～160KPa DN50RF 3m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA23   出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,冷凝水,,,,0～160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3301,压力变送器,仪表,,,,,量程0～600KPa  DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,蒸汽,,,,0～600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3302,压力变送器,仪表,,,,,量程-20～500KPa  DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3303,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3304,压力变送器,仪表,,,,,量程0～500KPa    DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,冷凝水,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3305,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3306,压力变送器,仪表,,,,,量程0～500KPa    DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3310A,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3310B,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3311A,压力变送器,仪表,,,,,量程0～600KPa  DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3311B,压力变送器,仪表,,,,,量程0～600KPa  DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3312,压力变送器,仪表,,,,,量程0～800KPa  DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3313,压力变送器,仪表,,,,,量程0～500KPa  DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3315A,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3315B,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3316A,压力变送器,仪表,,,,,量程0～600KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3316B,压力变送器,仪表,,,,,量程0～600KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3317,压力变送器,仪表,,,,,量程0～800KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3318,压力变送器,仪表,,,,,量程0～500KPa    DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3320,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3321,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3322,压力变送器,仪表,,,,,量程0～500KPa    DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,冷凝水,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3323,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3324,压力变送器,仪表,,,,,量程0～500KPa    DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3328A,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
