位号,设备名称,设备类别,所属项目,项目编号,所属部门,安装位置,规格型号,生产厂家,供应商,出厂日期,出厂编号,投用日期,资产编号,原值,净值,是否强检,强检有效期,状态,备注,介质,密度,粘度,口径,量程,填料,泄漏等级,流量特性,压力等级,执行机构型号,连接形式,法兰标准,法兰尺寸,阀体材质,阀芯材质,阀座材质,准确度,分度值,防护等级,防爆等级,电气接口尺寸,功率,电机型号,轴承,减速机,最大流量,正常流量,最小流量,操作压力,操作温度,密封件,温度,材质,阀前压力,阀后压力,压差
PT3328B,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3329A,压力变送器,仪表,,,,,量程0～600KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3329B,压力变送器,仪表,,,,,量程0～600KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3333A,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3333B,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3334A,压力变送器,仪表,,,,,量程0～500KPa    DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3334B,压力变送器,仪表,,,,,量程0～500KPa    DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3330,压力变送器,仪表,,,,,量程0～800KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3331,压力变送器,仪表,,,,,量程0～500KPa    DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3335,压力变送器,仪表,,,,,量程0～800KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3336,压力变送器,仪表,,,,,量程0～500KPa    DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3338,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3339,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3340,压力变送器,仪表,,,,,量程0～500KPa    DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,冷凝水,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3341,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3342,压力变送器,仪表,,,,,量程0～500KPa    DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3346A,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3346B,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3347A,压力变送器,仪表,,,,,量程0～500KPa    DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3347B,压力变送器,仪表,,,,,量程0～500KPa    DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25 出厂附304螺栓、螺母、密封件,2,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3348,压力变送器,仪表,,,,,量程0～800KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,硝浆,,,,0～800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3349,压力变送器,仪表,,,,,量程0～500KPa    DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,二次蒸汽,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3355,压力变送器,仪表,,,,,量程0～30KPa     DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,空气,,,,0～30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3356,压力变送器,仪表,,,,,量程0～30KPa     DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,空气,,,,0～30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3357,压力变送器,仪表,,,,,量程0～30KPa     DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,含盐空气,,,,0～30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3358,压力变送器,仪表,,,,,量程0～30KPa     DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,含盐空气,,,,0～30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3359,压力变送器,仪表,,,,,量程0～600KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,水,,,,0～600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3360,压力变送器,仪表,,,,,量程0～1000KPa  DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,空气,,,,0～1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0025,压力变送器,仪表,,,,,量程0～10MPa  终端接头规格1/2 NPT 带焊接头 引压管导压、立柱安装 EJA430E-JBS4J-914EA,6,,,,,,,,否,,在用,数量：6,油,,,,0～10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3371A,压力变送器,仪表,,,,,量程0～1MPa   终端接头规格1/2 NPT 带焊接头 引压管导压、立柱安装 EJA430E-JAS4J-914EA,2,,,,,,,,否,,在用,,油,,,,0～1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3371B,压力变送器,仪表,,,,,量程0～1MPa   终端接头规格1/2 NPT 带焊接头 引压管导压、立柱安装 EJA430E-JAS4J-914EA,2,,,,,,,,否,,在用,,油,,,,0～1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT3115,压力变送器,仪表,,,,,量程0～48KPa（0-4000mm）  DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,硝水,,,,0～48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT3116,压力变送器,仪表,,,,,量程0～20KPa（0-2000mm）  DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,冷凝水,,,,0～20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0027,压力变送器,仪表,,,,,量程0～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JHSCJ-912EA-WH22C2SW00-AA25  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0029,压力变送器,仪表,,,,,量程0～800KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,,,,,0～800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0031,压力变送器,仪表,,,,,量程-20～500KPa   DN50RF 5m毛细管 单法兰远传EJA438E-JASCJ-912EA-WH22C2SW00-AA25  出厂附304螺栓、螺母、密封件,1,,,,,,,,否,,在用,配玻璃钢保护箱,,,,,0～500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3202,靶式流量计,仪表,,,,,KPM05F/RRL/M9/00/ESK   DN50PN40 夹持型 出厂配套夹持安装法兰附件  量程0～25m3/h,1,,,,,,,,否,,在用,DN65偏离为DN50,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3203,靶式流量计,仪表,,,,,KPM05F/RRL/M9/00/ESK   DN50PN40 夹持型 出厂配套夹持安装法兰附件  量程0～25m3/h,1,,,,,,,,否,,在用,DN65偏离为DN50,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3227,靶式流量计,仪表,,,,,KPM04F/RRL/M9/00/ESK   DN40PN40  夹持型 出厂配套夹持安装法兰附件 量程0～15m3/h,1,,,,,,,,否,,在用,,冷凝水,,,,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3231,靶式流量计,仪表,,,,,KPM05F/RRL/M9/00/ESK   DN50PN40  夹持型 出厂配套夹持安装法兰附件 量程0～25m3/h,1,,,,,,,,否,,在用,DN65偏离为DN50,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3232,靶式流量计,仪表,,,,,KPM05F/RRL/M9/00/ESK   DN50PN40  夹持型 出厂配套夹持安装法兰附件 量程0～25m3/h,1,,,,,,,,否,,在用,DN65偏离为DN50,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3251,靶式流量计,仪表,,,,,KPM04F/RRL/M9/00/ESK   DN40PN40 夹持型  出厂配套夹持安装法兰附件 量程0～15m3/h,1,,,,,,,,否,,在用,,冷凝水,,,,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3255,靶式流量计,仪表,,,,,KPM05F/RRL/M9/00/ESK   DN50PN40 夹持型 出厂配套夹持安装法兰附件  量程0～25m3/h,1,,,,,,,,否,,在用,DN65偏离为DN50,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3256,靶式流量计,仪表,,,,,KPM05F/RRL/M9/00/ESK   DN50PN40 夹持型 出厂配套夹持安装法兰附件  量程0～25m3/h,1,,,,,,,,否,,在用,DN65偏离为DN50,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3269,靶式流量计,仪表,,,,,KPM05F/RRL/M9/00/ESK   DN40PN40 夹持型 出厂配套夹持安装法兰附件  量程0～15m3/h,1,,,,,,,,否,,在用,工艺流量最大12m3/h，量程0~15m3/h即可,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3201,平衡流量计(变送器要求EJA、）,仪表,,,,,MBF4131121SG05/EJA110E  量程0～30t/h  DN400,1,,,,,,,,否,,在用,附：CS用户法兰 板式平焊  PN16压力等级、螺栓、螺母、密封件,蒸汽,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3205,平衡流量计(变送器要求EJA、）,仪表,,,,,MBF4114441SG05/EJA110E 量程0～720m3/h  DN350,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷却水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3210,平衡流量计(变送器要求EJA、）,仪表,,,,,MBF4114441SG05/EJA110E 量程0～150m3/h  DN150,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3223,平衡流量计(变送器要求EJA、）,仪表,,,,,MBF4114441SG05/EJA110E 量程0～90m3/h  DN200,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3224,平衡流量计(变送器要求EJA、）,仪表,,,,,MBF4114441SG05/EJA110E 量程0～90m3/h  DN200,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3226,平衡流量计(变送器要求EJA、）,仪表,,,,,MBF4114441SG05/EJA110E 量程0～180m3/h  DN150,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3234,平衡流量计(变送器要求EJA、）,仪表,,,,,MBF4114441SG05/EJA110E 量程0～150m3/h  DN150,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3247,平衡流量计(变送器要求EJA、）,仪表,,,,,MBF4114441SG05/EJA110E 量程0～90m3/h  DN200,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3248,平衡流量计(变送器要求EJA、）,仪表,,,,,MBF4114441SG05/EJA110E 量程0～90m3/h  DN200,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3250,平衡流量计(变送器要求EJA、）,仪表,,,,,MBF4114441SG05/EJA110E 量程0～180m3/h  DN150,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3259,平衡流量计(变送器要求EJA、）,仪表,,,,,MBF4114441SG05/EJA110E 量程0～150m3/h  DN150,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3266,平衡流量计(变送器要求EJA、）,仪表,,,,,MBF4114441SG05/EJA110E 量程0～160m3/h  DN300,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3274,平衡流量计(变送器要求EJA、）,仪表,,,,,MBF4114441SG05/EJA110E 量程0～80m3/h  DN100,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3278,平衡流量计(变送器要求EJA、）,仪表,,,,,MBF4114441SG05/EJA110E 量程0～150m3/h  DN150,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷凝水,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3279,皮托管流量计（配EJA变送器）,仪表,,,,,KDP-P-R-120-X10DE0 量程0～180t/h  插入式安装   DN1200 材质316/316L 包含皮托管本体、上法兰、安装座、相关紧固件、根部截止阀、垫片、冷凝罐、三阀组、EJA差压变送器,1,,,,,,,,否,,在用,,二次蒸汽,,,,0～180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3280,皮托管流量计（配EJA变送器）,仪表,,,,,KDP-P-R-120-X10DE0 量程0～180t/h  插入式安装   DN1200 材质316/316L 包含皮托管本体、上法兰、安装座、相关紧固件、根部截止阀、垫片、冷凝罐、三阀组、EJA差压变送器,1,,,,,,,,否,,在用,,二次蒸汽,,,,0～180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3281,皮托管流量计（配EJA变送器）,仪表,,,,,KDP-P-R-120-X10DE0 量程0～180t/h  插入式安装   DN1200 材质316/316L 包含皮托管本体、上法兰、安装座、相关紧固件、根部截止阀、垫片、冷凝罐、三阀组、EJA差压变送器,1,,,,,,,,否,,在用,,二次蒸汽,,,,0～180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3206,电磁流量计,仪表,,,,,AXW100-GA000BE2FL214B-1JA12/GRN/SCT/CH 量程0～80m3/h  DN100  316L电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷却水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3207,电磁流量计,仪表,,,,,AXW100-GA000BE2FL214B-1JA12/GRN/SCT/CH 量程0～60m3/h  DN100  316L电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷却水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3208,电磁流量计,仪表,,,,,AXG150-GA000BE2AV214B-1JA12/GRV/SCT/CH 量程0～160m3/h  DN150 Ti电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,硝水,,,,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3212,电磁流量计,仪表,,,,,AXG065-GA000BE2AV214B-1JA12/GRV/SCT/CH 量程0～35m3/h  DN65  Ti电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,硝水,,,,065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3213,电磁流量计,仪表,,,,,AXG080-GA000BE2AV214B-1JA12/GRV/SCT/CH 量程0～50m3/h  DN80 Ti电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,硝水,,,,080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3218,电磁流量计,仪表,,,,,AXG065-GA000BE2AV214B-1JA12/GRV/SCT/CH 量程0～35m3/h  DN65 Ti电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,硝水,,,,065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3219,电磁流量计,仪表,,,,,AXG080-GA000BE2AV214B-1JA12/GRV/SCT/CH 量程0～50m3/h  DN80 Ti电极,1,,,,,,,,否,,在用,硝水，316L电极偏离为Ti电极请确认  附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,硝水,,,,080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3228,电磁流量计,仪表,,,,,AXW100-GA000BE2FL214B-1JA12/GRN/SCT/CH 量程0～80m3/h  DN100 316L电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷却水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3229,电磁流量计,仪表,,,,,AXW100-GA000BE2FL214B-1JA12/GRN/SCT/CH 量程0～60m3/h  DN100  316L电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷却水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3230,电磁流量计,仪表,,,,,AXG150-GA000BE2AV214B-1JA12/GRV/SCT/CH 量程0～160m3/h  DN150 Ti电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,硝水,,,,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3236,电磁流量计,仪表,,,,,AXG065-GA000BE2AV214B-1JA12/GRV/SCT/CH 量程0～35m3/h  DN65 Ti电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,硝水,,,,065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3237,电磁流量计,仪表,,,,,AXG080-GA000BE2AV214B-1JA12/GRV/SCT/CH 量程0～50m3/h  DN80 Ti电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,硝浆,,,,080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3242,电磁流量计,仪表,,,,,AXG065-GA000BE2AV214B-1JA12/GRV/SCT/CH 量程0～35m3/h  DN65 Ti电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,硝水,,,,065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3243,电磁流量计,仪表,,,,,AXG080-GA000BE2AV214B-1JA12/GRV/SCT/CH 量程0～50m3/h  DN80 Ti电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,硝浆,,,,080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3252,电磁流量计,仪表,,,,,AXW100-GA000BE2FL214B-1JA12/GRN/SCT/CH 量程0～80m3/h  DN100 316L电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷却水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3253,电磁流量计,仪表,,,,,AXW100-GA000BE2FL214B-1JA12/GRN/SCT/CH 量程0～80m3/h  DN100 316L电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷却水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3254,电磁流量计,仪表,,,,,AXG150-GA000BE2AV214B-1JA12/GRV/SCT/CH 量程0～160m3/h  DN150 Ti电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,硝水,,,,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3261,电磁流量计,仪表,,,,,AXG100-GA000BE2AV214B-1JA12/GRV/SCT/CH 量程0～70m3/h  DN100 Ti电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,硝水,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3262,电磁流量计,仪表,,,,,AXG125-GA000BE2AV214B-1JA12/GRV/SCT/CH 量程0～90m3/h  DN125 Ti电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,硝浆,,,,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3276,电磁流量计,仪表,,,,,AXW150-GA000BE2FL214B-1JA12/GRN/SCT/CH 量程0～120m3/h DN150 316L电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,冷却水,,,,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3277,电磁流量计,仪表,,,,,AXG150-GA000BE2AV214B-1JA12/GRV/SCT/CH 量程0～160m3/h  DN150 Ti电极,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓、螺母、密封件,硝水,,,,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3216,金属管浮子流量计,仪表,,,,,DK250/RR/M40/ESK4 DN20PN40 量程0～2.5m3/h  不带压力表,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓螺母、密封件,冷凝水,,,,0～2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT3222,金属管浮子流量计,仪表,,,,,DK250/RR/M40/ESK4 DN20PN40 量程0～2.5m3/h  不带压力表,1,,,,,,,,否,,在用,附：321用户法兰 板式平焊  PN16压力等级、304螺栓螺母、密封件,冷凝水,,,,0～2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
